"Antragssteller_ID","Kredit_Zeitspanne","Antragssteller_Kredit_Historie","Kredit_Nutzung","Kredit_Höhe","Antragssteller_Beschäftigt_Seit","Antragssteller_Teilzahlungshöhe","Antragssteller_Geschlecht_Familienstand","Kredit_Zusätzliche_Antragssteller","Antragssteller_Letzter_Wohnwechsel","Antragssteller_Eigentum","Antragssteller_Alter","Antragssteller_Weitere_Ratenzahlungen","Antragssteller_Wohnverhältnis","Antragssteller_Anzahl_Kredite","Antragssteller_Job","Antragssteller_Anzahl_Personen_Vormund","Antragssteller_Telefon","Antragssteller_Ausländisch","Kredit_Score"
143,27,"existing credits paid back duly till now","radio/television",3416,"1 to 4 years",3,"male (single)","none",2,"car or other",27,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"none",NA,"good"
144,18,"existing credits paid back duly till now","furniture/equipment",2462,"1 to 4 years",2,"male (single)","none",2,"car or other",22,"none","own",1,"skilled employee / official",1,"none",NA,"bad"
145,21,"critical account/ other credits existing (not at this bank)","furniture/equipment",2288,"less than 1 year",4,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",23,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
146,48,"all credits at this bank paid back duly","business",3566,"4 to 7 years",4,"male (single)","none",2,"car or other",30,"none","own",1,"skilled employee / official",1,"none","Yes","good"
147,6,"critical account/ other credits existing (not at this bank)","car (new)",860,"more than 7 years",1,"female (divorced/separated/married)","none",4,"unknown / no property",39,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
148,12,"critical account/ other credits existing (not at this bank)","car (new)",682,"4 to 7 years",4,"female (divorced/separated/married)","none",3,"car or other",51,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
149,36,"critical account/ other credits existing (not at this bank)","furniture/equipment",5371,"1 to 4 years",3,"male (single)","guarantor",2,"building society savings agreement/ life insurance",28,"none","own",2,"skilled employee / official",1,"none",NA,"good"
150,18,"critical account/ other credits existing (not at this bank)","radio/television",1582,"more than 7 years",4,"male (single)","none",4,"car or other",46,"none","own",2,"skilled employee / official",1,"none",NA,"good"
151,6,"existing credits paid back duly till now","radio/television",1346,"more than 7 years",2,"male (single)","none",4,"unknown / no property",42,"bank","for free",1,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
152,10,"existing credits paid back duly till now","radio/television",1924,"1 to 4 years",1,"male (single)","none",4,"building society savings agreement/ life insurance",38,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name","No","good"
153,36,"existing credits paid back duly till now","radio/television",5848,"1 to 4 years",4,"male (single)","none",1,"car or other",24,"none","own",1,"skilled employee / official",1,"none",NA,"good"
154,24,"critical account/ other credits existing (not at this bank)","car (used)",7758,"more than 7 years",2,"female (divorced/separated/married)","none",4,"unknown / no property",29,"none","rent",1,"skilled employee / official",1,"none","Yes","good"
155,24,"delay in paying off in the past","business",6967,"4 to 7 years",4,"male (single)","none",4,"car or other",36,"none","rent",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
156,12,"existing credits paid back duly till now","furniture/equipment",1282,"1 to 4 years",2,"female (divorced/separated/married)","none",4,"car or other",20,"none","rent",1,"skilled employee / official",1,"none",NA,"bad"
157,9,"critical account/ other credits existing (not at this bank)","repairs",1288,"more than 7 years",3,"male (single)","guarantor",4,"real estate",48,"none","own",2,"skilled employee / official",2,"none",NA,"good"
158,12,"all credits at this bank paid back duly","retraining",339,"more than 7 years",4,"male (married/widowed)","none",1,"car or other",45,"bank","own",1,"unskilled - resident",1,"none",NA,"good"
159,24,"existing credits paid back duly till now","car (new)",3512,"4 to 7 years",2,"male (single)","none",3,"car or other",38,"bank","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
160,6,"critical account/ other credits existing (not at this bank)","radio/television",1898,"1 to 4 years",1,"male (single)","none",2,"real estate",34,"none","own",2,"unskilled - resident",2,"none",NA,"good"
161,24,"critical account/ other credits existing (not at this bank)","radio/television",2872,"more than 7 years",3,"male (single)","none",4,"real estate",36,"none","own",1,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
162,18,"critical account/ other credits existing (not at this bank)","car (new)",1055,"less than 1 year",4,"female (divorced/separated/married)","none",1,"building society savings agreement/ life insurance",30,"none","own",2,"skilled employee / official",1,"none",NA,"good"
163,15,"existing credits paid back duly till now","domestic appliances",1262,"4 to 7 years",4,"male (single)","none",3,"building society savings agreement/ life insurance",36,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
164,10,"existing credits paid back duly till now","car (new)",7308,"Unemployed",2,"male (single)","none",4,"unknown / no property",70,"bank","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
165,36,"existing credits paid back duly till now","car (new)",909,"more than 7 years",4,"male (single)","none",4,"building society savings agreement/ life insurance",36,"none","own",1,"skilled employee / official",1,"none",NA,"good"
166,6,"existing credits paid back duly till now","furniture/equipment",2978,"1 to 4 years",1,"male (single)","none",2,"car or other",32,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
167,18,"existing credits paid back duly till now","furniture/equipment",1131,"Unemployed",4,"female (divorced/separated/married)","none",2,"car or other",33,"none","own",1,"skilled employee / official",1,"none",NA,"bad"
168,11,"existing credits paid back duly till now","furniture/equipment",1577,"less than 1 year",4,"female (divorced/separated/married)","none",1,"real estate",20,"none","own",1,"skilled employee / official",1,"none","Yes","good"
169,24,"existing credits paid back duly till now","furniture/equipment",3972,"4 to 7 years",2,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",25,"none","rent",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
170,24,"critical account/ other credits existing (not at this bank)","business",1935,"more than 7 years",4,"male (divorced/separated)","none",4,"real estate",31,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","bad"
171,15,"no credits taken / all credits paid back duly","car (new)",950,"more than 7 years",4,"male (single)","none",3,"car or other",33,"none","rent",2,"skilled employee / official",2,"none",NA,"bad"
172,12,"existing credits paid back duly till now","furniture/equipment",763,"1 to 4 years",4,"female (divorced/separated/married)","none",1,"real estate",26,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
173,24,"delay in paying off in the past","furniture/equipment",2064,"Unemployed",3,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",34,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
174,8,"existing credits paid back duly till now","radio/television",1414,"1 to 4 years",4,"male (single)","guarantor",2,"real estate",33,"none","own",1,"skilled employee / official",1,"none","No","good"
175,21,"delay in paying off in the past","education",3414,"less than 1 year",2,"male (single)","none",1,"building society savings agreement/ life insurance",26,"none","own",2,"skilled employee / official",1,"none",NA,"bad"
176,30,"all credits at this bank paid back duly","car (used)",7485,"Unemployed",4,"female (divorced/separated/married)","none",1,"real estate",53,"bank","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","bad"
177,12,"existing credits paid back duly till now","furniture/equipment",2577,"1 to 4 years",2,"male (divorced/separated)","none",1,"car or other",42,"none","own",1,"skilled employee / official",1,"none",NA,"good"
178,6,"critical account/ other credits existing (not at this bank)","radio/television",338,"more than 7 years",4,"male (single)","none",4,"car or other",52,"none","own",2,"skilled employee / official",1,"none","Yes","good"
179,12,"existing credits paid back duly till now","radio/television",1963,"4 to 7 years",4,"male (single)","none",2,"car or other",31,"none","rent",2,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name",NA,"good"
180,21,"critical account/ other credits existing (not at this bank)","car (new)",571,"more than 7 years",4,"male (single)","none",4,"real estate",65,"none","own",2,"skilled employee / official",1,"none",NA,"good"
181,36,"delay in paying off in the past","business",9572,"less than 1 year",1,"male (divorced/separated)","none",1,"car or other",28,"none","own",2,"skilled employee / official",1,"none",NA,"bad"
182,36,"delay in paying off in the past","business",4455,"1 to 4 years",2,"male (divorced/separated)","none",2,"real estate",30,"stores","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
183,21,"all credits at this bank paid back duly","car (new)",1647,"1 to 4 years",4,"male (single)","none",2,"building society savings agreement/ life insurance",40,"none","own",2,"unskilled - resident",2,"none",NA,"bad"
184,24,"critical account/ other credits existing (not at this bank)","furniture/equipment",3777,"1 to 4 years",4,"male (single)","none",4,"real estate",50,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
